ENSEMBL,ENSEMBL_mice
ENSG00000186951,ENSMUSG00000022383
ENSG00000132170,ENSMUSG00000000440
ENSG00000109819,ENSMUSG00000029167
ENSG00000155846,ENSMUSG00000033871
ENSG00000131759,ENSMUSG00000037992
ENSG00000104856,ENSMUSG00000002983
ENSG00000068903,ENSMUSG00000015149
ENSG00000089163,ENSMUSG00000029524
ENSG00000124523,ENSMUSG00000054021
ENSG00000077463,ENSMUSG00000034748
ENSG00000187531,ENSMUSG00000025138
ENSG00000181449,ENSMUSG00000074637
ENSG00000185591,ENSMUSG00000001280
ENSG00000105967,ENSMUSG00000029553
ENSG00000118503,ENSMUSG00000019850
ENSG00000100219,ENSMUSG00000020484
ENSG00000148516,ENSMUSG00000024238
ENSG00000169136,ENSMUSG00000038539
ENSG00000079999,ENSMUSG00000003308
ENSG00000012504,ENSMUSG00000047638
ENSG00000115415,ENSMUSG00000026104
ENSG00000176171,ENSMUSG00000078566
ENSG00000159363,ENSMUSG00000036622
ENSG00000163071,ENSMUSG00000029155
ENSG00000165280,ENSMUSG00000028452
ENSG00000090432,ENSMUSG00000041241
ENSG00000100225,ENSMUSG00000001786
ENSG00000104946,ENSMUSG00000038520
ENSG00000121749,ENSMUSG00000020130
ENSG00000138942,ENSMUSG00000020448
ENSG00000099968,ENSMUSG00000009112
ENSG00000156735,ENSMUSG00000037316
ENSG00000196683,ENSMUSG00000028998
ENSG00000131508,ENSMUSG00000091896
ENSG00000177889,ENSMUSG00000074781
ENSG00000184117,ENSMUSG00000034285
ENSG00000146729,ENSMUSG00000029432
ENSG00000069509,ENSMUSG00000025040
ENSG00000215021,ENSMUSG00000004264
ENSG00000138095,ENSMUSG00000024120
ENSG00000135093,ENSMUSG00000029592
ENSG00000118369,ENSMUSG00000035713
ENSG00000135655,ENSMUSG00000020124
ENSG00000215475,ENSMUSG00000091722
ENSG00000181220,ENSMUSG00000057691
ENSG00000171109,ENSMUSG00000027668
ENSG00000116688,ENSMUSG00000029020
ENSG00000198836,ENSMUSG00000038084
ENSG00000067900,ENSMUSG00000024290
ENSG00000100335,ENSMUSG00000022412
ENSG00000177427,ENSMUSG00000018599
ENSG00000087470,ENSMUSG00000022789
ENSG00000214253,ENSMUSG00000019054
ENSG00000115317,ENSMUSG00000068329
ENSG00000168958,ENSMUSG00000026150
ENSG00000072310,ENSMUSG00000020538
ENSG00000198911,ENSMUSG00000022463
ENSG00000049245,ENSMUSG00000028955
ENSG00000136874,ENSMUSG00000061455
ENSG00000106636,ENSMUSG00000002741
ENSG00000151532,ENSMUSG00000024983
ENSG00000139719,ENSMUSG00000029434
ENSG00000006715,ENSMUSG00000041236
ENSG00000215305,ENSMUSG00000027411
ENSG00000166887,ENSMUSG00000027291
ENSG00000104142,ENSMUSG00000034216
ENSG00000152223,ENSMUSG00000039840
ENSG00000115806,ENSMUSG00000014959
ENSG00000115760,ENSMUSG00000024073
ENSG00000188282,ENSMUSG00000061815
ENSG00000134108,ENSMUSG00000030105
ENSG00000139832,ENSMUSG00000031504
ENSG00000179331,ENSMUSG00000055069
ENSG00000143387,ENSMUSG00000028111
ENSG00000163131,ENSMUSG00000038642
ENSG00000131238,ENSMUSG00000028657
ENSG00000104763,ENSMUSG00000031591
ENSG00000141012,ENSMUSG00000015027
ENSG00000196743,ENSMUSG00000000594
ENSG00000135677,ENSMUSG00000034707
ENSG00000169919,ENSMUSG00000025534
ENSG00000213614,ENSMUSG00000025232
ENSG00000049860,ENSMUSG00000021665
ENSG00000010404,ENSMUSG00000035847
ENSG00000100600,ENSMUSG00000021190
ENSG00000151176,ENSMUSG00000029598
ENSG00000181523,ENSMUSG00000005043
ENSG00000166311,ENSMUSG00000037049
ENSG00000107331,ENSMUSG00000026944
ENSG00000154265,ENSMUSG00000018800
ENSG00000150967,ENSMUSG00000029408
ENSG00000166747,ENSMUSG00000031731
ENSG00000132842,ENSMUSG00000021686
ENSG00000143862,ENSMUSG00000026426
ENSG00000171365,ENSMUSG00000004317
ENSG00000011021,ENSMUSG00000029016
ENSG00000103249,ENSMUSG00000036636
ENSG00000102805,ENSMUSG00000022125
ENSG00000040531,ENSMUSG00000005949
ENSG00000153071,ENSMUSG00000022150
ENSG00000101152,ENSMUSG00000000826
ENSG00000171298,ENSMUSG00000025579
ENSG00000077585,ENSMUSG00000021306
ENSG00000165102,ENSMUSG00000037260
ENSG00000005893,ENSMUSG00000016534
ENSG00000189067,ENSMUSG00000022500
ENSG00000168216,ENSMUSG00000073725
ENSG00000090674,ENSMUSG00000004567
ENSG00000164073,ENSMUSG00000025759
ENSG00000137474,ENSMUSG00000030761
ENSG00000162736,ENSMUSG00000003458
ENSG00000155252,ENSMUSG00000025178
ENSG00000075651,ENSMUSG00000027695
ENSG00000080815,ENSMUSG00000019969
ENSG00000119396,ENSMUSG00000026878
ENSG00000167705,ENSMUSG00000038195
ENSG00000082996,ENSMUSG00000036503
ENSG00000138760,ENSMUSG00000029426
ENSG00000149577,ENSMUSG00000034908
ENSG00000110911,ENSMUSG00000023030
ENSG00000110446,ENSMUSG00000024737
ENSG00000119899,ENSMUSG00000049624
ENSG00000198246,ENSMUSG00000020100
ENSG00000123643,ENSMUSG00000020261
ENSG00000063176,ENSMUSG00000057342
ENSG00000131748,ENSMUSG00000018167
ENSG00000079950,ENSMUSG00000019998
ENSG00000170088,ENSMUSG00000025521
ENSG00000116857,ENSMUSG00000026411
ENSG00000186815,ENSMUSG00000032741
ENSG00000162341,ENSMUSG00000048677
ENSG00000117472,ENSMUSG00000028699
ENSG00000069329,ENSMUSG00000031696
ENSG00000180233,ENSMUSG00000058446
ENSG00000113595,ENSMUSG00000021712
ENSG00000134575,ENSMUSG00000002103
ENSG00000102575,ENSMUSG00000001348
ENSG00000196839,ENSMUSG00000017697
ENSG00000038002,ENSMUSG00000031521
ENSG00000113273,ENSMUSG00000042082
ENSG00000141337,ENSMUSG00000020604
ENSG00000142867,ENSMUSG00000028191
ENSG00000177830,ENSMUSG00000025512
ENSG00000133063,ENSMUSG00000026450
ENSG00000117151,ENSMUSG00000028189
ENSG00000064601,ENSMUSG00000017760
ENSG00000109861,ENSMUSG00000030560
ENSG00000174080,ENSMUSG00000083282
ENSG00000103811,ENSMUSG00000032359
ENSG00000256043,ENSMUSG00000028015
ENSG00000105612,ENSMUSG00000003812
ENSG00000149927,ENSMUSG00000052301
ENSG00000156171,ENSMUSG00000027900
ENSG00000086289,ENSMUSG00000002808
ENSG00000187239,ENSMUSG00000075415
ENSG00000179163,ENSMUSG00000028673
ENSG00000054983,ENSMUSG00000021003
ENSG00000137563,ENSMUSG00000073987
ENSG00000102393,ENSMUSG00000031266
ENSG00000101336,ENSMUSG00000003283
ENSG00000107521,ENSMUSG00000025188
ENSG00000100099,ENSMUSG00000042328
ENSG00000173083,ENSMUSG00000035273
ENSG00000114378,ENSMUSG00000010051
ENSG00000068001,ENSMUSG00000010047
ENSG00000186792,ENSMUSG00000036091
ENSG00000127415,ENSMUSG00000033540
ENSG00000216490,ENSMUSG00000031838
ENSG00000135916,ENSMUSG00000026223
ENSG00000180509,ENSMUSG00000039639
ENSG00000185896,ENSMUSG00000031447
ENSG00000107798,ENSMUSG00000024781
ENSG00000198589,ENSMUSG00000028080
ENSG00000081479,ENSMUSG00000027070
ENSG00000013288,ENSMUSG00000029119
ENSG00000109323,ENSMUSG00000028164
ENSG00000198951,ENSMUSG00000022453
ENSG00000108784,ENSMUSG00000001751
ENSG00000204386,ENSMUSG00000007038
ENSG00000204099,ENSMUSG00000034000
ENSG00000169174,ENSMUSG00000044254
ENSG00000116005,ENSMUSG00000029998
ENSG00000134020,ENSMUSG00000022085
ENSG00000137509,ENSMUSG00000061119
ENSG00000069974,ENSMUSG00000032202
ENSG00000131477,ENSMUSG00000001240
ENSG00000122679,ENSMUSG00000041046
ENSG00000110013,ENSMUSG00000001942
ENSG00000141316,ENSMUSG00000053184
ENSG00000197122,ENSMUSG00000027646
ENSG00000166340,ENSMUSG00000030894
ENSG00000110057,ENSMUSG00000036908
ENSG00000160131,ENSMUSG00000073131
ENSG00000114742,ENSMUSG00000032512
ENSG00000186187,ENSMUSG00000033545
ENSG00000109572,ENSMUSG00000004319
ENSG00000128973,ENSMUSG00000032245
ENSG00000104324,ENSMUSG00000039007
ENSG00000160213,ENSMUSG00000005054
ENSG00000196188,ENSMUSG00000004552
ENSG00000100448,ENSMUSG00000040314
ENSG00000143801,ENSMUSG00000010609
ENSG00000109113,ENSMUSG00000002059
ENSG00000188026,ENSMUSG00000029392
ENSG00000121064,ENSMUSG00000000278
ENSG00000143437,ENSMUSG00000015522
ENSG00000100299,ENSMUSG00000022620
ENSG00000138363,ENSMUSG00000026192
ENSG00000107262,ENSMUSG00000028416
ENSG00000030110,ENSMUSG00000057789
ENSG00000015475,ENSMUSG00000004446
ENSG00000113734,ENSMUSG00000024191
ENSG00000142330,ENSMUSG00000026270
ENSG00000064012,ENSMUSG00000026029
ENSG00000121807,ENSMUSG00000049103
ENSG00000117335,ENSMUSG00000016493
ENSG00000003402,ENSMUSG00000026031
ENSG00000083937,ENSMUSG00000004843
ENSG00000101421,ENSMUSG00000038467
ENSG00000121966,ENSMUSG00000045382
ENSG00000132002,ENSMUSG00000005483
ENSG00000128590,ENSMUSG00000014905
ENSG00000134109,ENSMUSG00000030104
ENSG00000167658,ENSMUSG00000034994
ENSG00000055332,ENSMUSG00000024079
ENSG00000172071,ENSMUSG00000031668
ENSG00000134001,ENSMUSG00000021116
ENSG00000114867,ENSMUSG00000045983
ENSG00000141736,ENSMUSG00000062312
ENSG00000178607,ENSMUSG00000020715
ENSG00000168040,ENSMUSG00000031077
ENSG00000119782,ENSMUSG00000020635
ENSG00000065135,ENSMUSG00000000001
ENSG00000047932,ENSMUSG00000019861
ENSG00000182771,ENSMUSG00000041078
ENSG00000152208,ENSMUSG00000071424
ENSG00000185359,ENSMUSG00000025793
ENSG00000096384,ENSMUSG00000023944
ENSG00000152137,ENSMUSG00000041548
ENSG00000263528,ENSMUSG00000042349
ENSG00000162892,ENSMUSG00000026420
ENSG00000005884,ENSMUSG00000001507
ENSG00000091409,ENSMUSG00000027111
ENSG00000150093,ENSMUSG00000025809
ENSG00000132470,ENSMUSG00000020758
ENSG00000150995,ENSMUSG00000030102
ENSG00000170759,ENSMUSG00000006740
ENSG00000114796,ENSMUSG00000062901
ENSG00000076984,ENSMUSG00000002948
ENSG00000121653,ENSMUSG00000027223
ENSG00000050748,ENSMUSG00000020366
ENSG00000012174,ENSMUSG00000046873
ENSG00000163719,ENSMUSG00000030269
ENSG00000145414,ENSMUSG00000014907
ENSG00000061676,ENSMUSG00000027002
ENSG00000119919,ENSMUSG00000044220
ENSG00000091106,ENSMUSG00000039193
ENSG00000158458,ENSMUSG00000060275
ENSG00000185737,ENSMUSG00000041014
ENSG00000185624,ENSMUSG00000025130
ENSG00000143799,ENSMUSG00000026496
ENSG00000162734,ENSMUSG00000013698
ENSG00000141456,ENSMUSG00000018921
ENSG00000142655,ENSMUSG00000028975
ENSG00000034693,ENSMUSG00000019809
ENSG00000087074,ENSMUSG00000040435
ENSG00000108946,ENSMUSG00000020612
ENSG00000163932,ENSMUSG00000021948
ENSG00000065675,ENSMUSG00000026778
ENSG00000101213,ENSMUSG00000038751
ENSG00000136238,ENSMUSG00000001847
ENSG00000132155,ENSMUSG00000000441
ENSG00000171700,ENSMUSG00000002458
ENSG00000079332,ENSMUSG00000020088
ENSG00000176170,ENSMUSG00000061878
ENSG00000169682,ENSMUSG00000030741
ENSG00000100380,ENSMUSG00000022403
ENSG00000121858,ENSMUSG00000039304
ENSG00000078804,ENSMUSG00000038375
ENSG00000073282,ENSMUSG00000022510
ENSG00000078900,ENSMUSG00000029026
ENSG00000198680,ENSMUSG00000054000
ENSG00000204390,ENSMUSG00000007033
ENSG00000126803,ENSMUSG00000059970
ENSG00000165868,ENSMUSG00000025092
ENSG00000132622,ENSMUSG00000074793
ENSG00000187522,ENSMUSG00000109865
ENSG00000086061,ENSMUSG00000028410
ENSG00000069345,ENSMUSG00000031701
ENSG00000140403,ENSMUSG00000032285
ENSG00000135924,ENSMUSG00000026203
ENSG00000162616,ENSMUSG00000028035
ENSG00000137094,ENSMUSG00000036052
ENSG00000105993,ENSMUSG00000029131
ENSG00000172404,ENSMUSG00000047108
ENSG00000179407,ENSMUSG00000048206
ENSG00000105821,ENSMUSG00000029014
ENSG00000116675,ENSMUSG00000028528
ENSG00000168259,ENSMUSG00000014195
ENSG00000126698,ENSMUSG00000054405
ENSG00000213551,ENSMUSG00000021811
ENSG00000108176,ENSMUSG00000036764
ENSG00000138246,ENSMUSG00000032560
ENSG00000116138,ENSMUSG00000040697
ENSG00000104129,ENSMUSG00000034278
ENSG00000168724,ENSMUSG00000044224
ENSG00000170946,ENSMUSG00000027166
ENSG00000059769,ENSMUSG00000070972
ENSG00000178950,ENSMUSG00000062234
ENSG00000115137,ENSMUSG00000020657
ENSG00000151835,ENSMUSG00000048279
ENSG00000120694,ENSMUSG00000029657
ENSG00000170606,ENSMUSG00000020361
ENSG00000164070,ENSMUSG00000025757
ENSG00000112208,ENSMUSG00000042215
ENSG00000166170,ENSMUSG00000049792
ENSG00000133265,ENSMUSG00000063802
ENSG00000120438,ENSMUSG00000068039
ENSG00000166226,ENSMUSG00000034024
ENSG00000163468,ENSMUSG00000001416
ENSG00000115484,ENSMUSG00000007739
ENSG00000150753,ENSMUSG00000022234
ENSG00000146731,ENSMUSG00000029447
ENSG00000132141,ENSMUSG00000020698
ENSG00000135624,ENSMUSG00000030007
ENSG00000156261,ENSMUSG00000025613
ENSG00000198445,ENSMUSG00000038044
ENSG00000125863,ENSMUSG00000027274
ENSG00000179941,ENSMUSG00000035759
ENSG00000181004,ENSMUSG00000051444
ENSG00000116703,ENSMUSG00000006007
ENSG00000136940,ENSMUSG00000009030
ENSG00000163440,ENSMUSG00000029235
ENSG00000115539,ENSMUSG00000026078
ENSG00000115514,ENSMUSG00000058407
ENSG00000171530,ENSMUSG00000042043
ENSG00000105254,ENSMUSG00000006095
ENSG00000124659,ENSMUSG00000036430
ENSG00000141556,ENSMUSG00000039230
ENSG00000284770,ENSMUSG00000039233
ENSG00000113068,ENSMUSG00000024346
ENSG00000143256,ENSMUSG00000006412
ENSG00000101132,ENSMUSG00000052033
ENSG00000123349,ENSMUSG00000001289
ENSG00000204220,ENSMUSG00000024309
ENSG00000155959,ENSMUSG00000031197
ENSG00000126756,ENSMUSG00000001134
ENSG00000105176,ENSMUSG00000030421
ENSG00000088356,ENSMUSG00000027472
ENSG00000106211,ENSMUSG00000004951
ENSG00000170276,ENSMUSG00000038086
ENSG00000169271,ENSMUSG00000051456
ENSG00000004776,ENSMUSG00000036854
ENSG00000173641,ENSMUSG00000006221
ENSG00000260325,ENSMUSG00000017832
ENSG00000160202,ENSMUSG00000024041
ENSG00000109846,ENSMUSG00000032060
ENSG00000155087,ENSMUSG00000061923
ENSG00000081870,ENSMUSG00000063172
ENSG00000169087,ENSMUSG00000022849
ENSG00000080824,ENSMUSG00000021270
ENSG00000266967,ENSMUSG00000075528
ENSG00000110172,ENSMUSG00000001774
ENSG00000065615,ENSMUSG00000032872
ENSG00000129295,ENSMUSG00000022375
ENSG00000074696,ENSMUSG00000033629
ENSG00000147166,ENSMUSG00000031312
ENSG00000090273,ENSMUSG00000028851
ENSG00000120526,ENSMUSG00000038736
ENSG00000170584,ENSMUSG00000020328
ENSG00000015676,ENSMUSG00000053838
ENSG00000104872,ENSMUSG00000003423
ENSG00000150773,ENSMUSG00000000167
ENSG00000110958,ENSMUSG00000071072
ENSG00000172046,ENSMUSG00000006676
ENSG00000100591,ENSMUSG00000021037
ENSG00000105401,ENSMUSG00000019471
ENSG00000106993,ENSMUSG00000024780
ENSG00000160678,ENSMUSG00000044080
ENSG00000004838,ENSMUSG00000010044
ENSG00000175792,ENSMUSG00000030079
ENSG00000183207,ENSMUSG00000003868
ENSG00000149292,ENSMUSG00000040219
ENSG00000140553,ENSMUSG00000030533
ENSG00000141161,ENSMUSG00000018845
ENSG00000243725,ENSMUSG00000025413
ENSG00000256061,ENSMUSG00000092192
ENSG00000165416,ENSMUSG00000022024
ENSG00000186532,ENSMUSG00000018809
ENSG00000011485,ENSMUSG00000003099
ENSG00000110711,ENSMUSG00000024847
ENSG00000129221,ENSMUSG00000040554
ENSG00000004478,ENSMUSG00000030357
ENSG00000096060,ENSMUSG00000024222
ENSG00000077800,ENSMUSG00000040013
ENSG00000105701,ENSMUSG00000019428
ENSG00000171497,ENSMUSG00000027804
ENSG00000005175,ENSMUSG00000022466
ENSG00000104450,ENSMUSG00000037617
ENSG00000104969,ENSMUSG00000004937
ENSG00000197860,ENSMUSG00000042743
ENSG00000168439,ENSMUSG00000024966
ENSG00000175556,ENSMUSG00000016239
ENSG00000182670,ENSMUSG00000040785
ENSG00000101343,ENSMUSG00000001767
ENSG00000204315,ENSMUSG00000033739
ENSG00000132780,ENSMUSG00000028693
ENSG00000025772,ENSMUSG00000018322
ENSG00000154174,ENSMUSG00000022752
ENSG00000113312,ENSMUSG00000041278
ENSG00000133985,ENSMUSG00000042734
ENSG00000174521,ENSMUSG00000007944
ENSG00000162222,ENSMUSG00000071660
ENSG00000143643,ENSMUSG00000037300
ENSG00000100154,ENSMUSG00000033209
ENSG00000197893,ENSMUSG00000049134
ENSG00000100442,ENSMUSG00000020949
ENSG00000153015,ENSMUSG00000021715
ENSG00000114857,ENSMUSG00000032525
ENSG00000196262,ENSMUSG00000071866
ENSG00000084072,ENSMUSG00000028651
ENSG00000138398,ENSMUSG00000042133
ENSG00000171960,ENSMUSG00000033036
ENSG00000137168,ENSMUSG00000024007
ENSG00000100023,ENSMUSG00000022771
ENSG00000240344,ENSMUSG00000026035
ENSG00000131013,ENSMUSG00000015757
ENSG00000185250,ENSMUSG00000078451
ENSG00000113593,ENSMUSG00000021713
ENSG00000153201,ENSMUSG00000003226
ENSG00000155304,ENSMUSG00000032932
ENSG00000090520,ENSMUSG00000004460
ENSG00000148719,ENSMUSG00000020109
ENSG00000187726,ENSMUSG00000030708
ENSG00000164031,ENSMUSG00000074212
ENSG00000136770,ENSMUSG00000026740
ENSG00000102580,ENSMUSG00000022136
ENSG00000147570,ENSMUSG00000027606
ENSG00000163793,ENSMUSG00000053856
ENSG00000077232,ENSMUSG00000027006
ENSG00000135392,ENSMUSG00000025354
ENSG00000170464,ENSMUSG00000024350
ENSG00000178401,ENSMUSG00000038009
ENSG00000025796,ENSMUSG00000019802
ENSG00000177692,ENSMUSG00000039763
ENSG00000149428,ENSMUSG00000032115
ENSG00000120725,ENSMUSG00000024357
ENSG00000132581,ENSMUSG00000002064
ENSG00000128228,ENSMUSG00000022769
ENSG00000198855,ENSMUSG00000053334
ENSG00000166598,ENSMUSG00000020048
ENSG00000170476,ENSMUSG00000024353
ENSG00000137161,ENSMUSG00000023973
ENSG00000172270,ENSMUSG00000023175
ENSG00000170571,ENSMUSG00000021728
ENSG00000166405,ENSMUSG00000048330
ENSG00000106541,ENSMUSG00000020581
ENSG00000173467,ENSMUSG00000036231
ENSG00000143318,ENSMUSG00000007122
ENSG00000118729,ENSMUSG00000027861
ENSG00000139055,ENSMUSG00000030219
ENSG00000089248,ENSMUSG00000029616
ENSG00000023318,ENSMUSG00000028343
ENSG00000185615,ENSMUSG00000024184
ENSG00000167004,ENSMUSG00000027248
ENSG00000155660,ENSMUSG00000025823
ENSG00000065485,ENSMUSG00000022844
ENSG00000143870,ENSMUSG00000020571
ENSG00000169340,ENSMUSG00000030968
ENSG00000139921,ENSMUSG00000021072
ENSG00000213593,ENSMUSG00000050043
ENSG00000166479,ENSMUSG00000024614
ENSG00000125827,ENSMUSG00000034723
ENSG00000239264,ENSMUSG00000038991
ENSG00000153066,ENSMUSG00000022498
ENSG00000117862,ENSMUSG00000028567
ENSG00000087301,ENSMUSG00000021830
ENSG00000197930,ENSMUSG00000021831
ENSG00000086619,ENSMUSG00000057069
ENSG00000117450,ENSMUSG00000028691
ENSG00000165672,ENSMUSG00000024997
ENSG00000123131,ENSMUSG00000025289
ENSG00000166794,ENSMUSG00000032383
ENSG00000168938,ENSMUSG00000024538
ENSG00000164615,ENSMUSG00000021501
ENSG00000079150,ENSMUSG00000002732
ENSG00000122642,ENSMUSG00000029781
ENSG00000141756,ENSMUSG00000001555
ENSG00000134285,ENSMUSG00000003355
ENSG00000106080,ENSMUSG00000038074
ENSG00000119321,ENSMUSG00000066151
ENSG00000122884,ENSMUSG00000019916
ENSG00000072682,ENSMUSG00000018906
ENSG00000149380,ENSMUSG00000051048
ENSG00000083444,ENSMUSG00000019055
ENSG00000152952,ENSMUSG00000032374
ENSG00000106397,ENSMUSG00000004846
ENSG00000117385,ENSMUSG00000028641
ENSG00000090530,ENSMUSG00000038168
ENSG00000110811,ENSMUSG00000023191
ENSG00000130309,ENSMUSG00000034807
ENSG00000198756,ENSMUSG00000032649
ENSG00000170275,ENSMUSG00000032431
ENSG00000142102,ENSMUSG00000062031
ENSG00000149257,ENSMUSG00000070436
ENSG00000058262,ENSMUSG00000030082
ENSG00000065665,ENSMUSG00000025816
ENSG00000106803,ENSMUSG00000053317
ENSG00000132432,ENSMUSG00000078974
ENSG00000008952,ENSMUSG00000027706
ENSG00000143742,ENSMUSG00000026511
ENSG00000140319,ENSMUSG00000009549
ENSG00000153037,ENSMUSG00000014504
ENSG00000167881,ENSMUSG00000020780
ENSG00000174780,ENSMUSG00000036323
ENSG00000182934,ENSMUSG00000032042
ENSG00000144867,ENSMUSG00000032553
ENSG00000124783,ENSMUSG00000021427
ENSG00000163479,ENSMUSG00000041355
ENSG00000114850,ENSMUSG00000027828
ENSG00000180879,ENSMUSG00000002014
ENSG00000067167,ENSMUSG00000025935
ENSG00000065308,ENSMUSG00000041779
ENSG00000174599,ENSMUSG00000044528
ENSG00000120742,ENSMUSG00000027808
ENSG00000151778,ENSMUSG00000052584
ENSG00000114902,ENSMUSG00000021917
ENSG00000118363,ENSMUSG00000035227
ENSG00000129128,ENSMUSG00000054408
ENSG00000140612,ENSMUSG00000025724
ENSG00000166562,ENSMUSG00000024516
ENSG00000198356,ENSMUSG00000052456
ENSG00000239857,ENSMUSG00000025858
ENSG00000204463,ENSMUSG00000024392
ENSG00000102178,ENSMUSG00000015290
ENSG00000143183,ENSMUSG00000052428
ENSG00000101084,ENSMUSG00000027637
ENSG00000125912,ENSMUSG00000020238
ENSG00000105677,ENSMUSG00000006315
ENSG00000108588,ENSMUSG00000078622
ENSG00000105583,ENSMUSG00000059355
ENSG00000127463,ENSMUSG00000078517
ENSG00000104412,ENSMUSG00000022337
ENSG00000125037,ENSMUSG00000030286
ENSG00000128463,ENSMUSG00000027131
ENSG00000169446,ENSMUSG00000061273
ENSG00000127774,ENSMUSG00000047260
ENSG00000134153,ENSMUSG00000055943
ENSG00000131148,ENSMUSG00000031819
ENSG00000100908,ENSMUSG00000022217
ENSG00000161671,ENSMUSG00000008140
ENSG00000105726,ENSMUSG00000031862
ENSG00000138674,ENSMUSG00000035325
ENSG00000075826,ENSMUSG00000051984
ENSG00000100934,ENSMUSG00000020986
ENSG00000101310,ENSMUSG00000027429
ENSG00000107651,ENSMUSG00000055319
ENSG00000113615,ENSMUSG00000036391
ENSG00000138802,ENSMUSG00000001052
ENSG00000176986,ENSMUSG00000039367
ENSG00000150961,ENSMUSG00000039234
ENSG00000152700,ENSMUSG00000020386
ENSG00000122218,ENSMUSG00000026553
ENSG00000129083,ENSMUSG00000030754
ENSG00000184432,ENSMUSG00000032458
ENSG00000105669,ENSMUSG00000055681
ENSG00000181789,ENSMUSG00000030058
ENSG00000158623,ENSMUSG00000025607
ENSG00000111481,ENSMUSG00000060992
ENSG00000005243,ENSMUSG00000018672
ENSG00000095139,ENSMUSG00000032096
ENSG00000143761,ENSMUSG00000048076
ENSG00000142186,ENSMUSG00000024941
ENSG00000166557,ENSMUSG00000032353
ENSG00000134970,ENSMUSG00000033184
ENSG00000105438,ENSMUSG00000002778
ENSG00000136240,ENSMUSG00000079111
ENSG00000100196,ENSMUSG00000010830
ENSG00000074842,ENSMUSG00000019579
ENSG00000129562,ENSMUSG00000022174
ENSG00000244038,ENSMUSG00000028757
ENSG00000102158,ENSMUSG00000031232
ENSG00000198856,ENSMUSG00000041084
ENSG00000163902,ENSMUSG00000030062
ENSG00000118705,ENSMUSG00000027642
ENSG00000134910,ENSMUSG00000032116
ENSG00000163527,ENSMUSG00000032437
ENSG00000104723,ENSMUSG00000118664
ENSG00000163463,ENSMUSG00000042747
ENSG00000115275,ENSMUSG00000030036
ENSG00000089597,ENSMUSG00000071650
ENSG00000130175,ENSMUSG00000003402
ENSG00000177239,ENSMUSG00000036646
ENSG00000088298,ENSMUSG00000038312
ENSG00000116406,ENSMUSG00000043019
ENSG00000136731,ENSMUSG00000037470
ENSG00000102595,ENSMUSG00000042104
ENSG00000183291,ENSMUSG00000037072
ENSG00000110917,ENSMUSG00000048578
ENSG00000127022,ENSMUSG00000020368
ENSG00000179218,ENSMUSG00000003814
ENSG00000269058,ENSMUSG00000019732
ENSG00000153132,ENSMUSG00000002190
ENSG00000074695,ENSMUSG00000041891
ENSG00000140506,ENSMUSG00000056271
ENSG00000169223,ENSMUSG00000021484
ENSG00000114988,ENSMUSG00000001143
ENSG00000130714,ENSMUSG00000039254
ENSG00000009830,ENSMUSG00000034126
ENSG00000133687,ENSMUSG00000030306
ENSG00000179104,ENSMUSG00000036019
ENSG00000139324,ENSMUSG00000036676
ENSG00000125247,ENSMUSG00000041594
ENSG00000162298,ENSMUSG00000024807
ENSG00000136986,ENSMUSG00000022365
ENSG00000072849,ENSMUSG00000018442
ENSG00000099958,ENSMUSG00000009092
ENSG00000051108,ENSMUSG00000031770
ENSG00000122557,ENSMUSG00000008429
ENSG00000185825,ENSMUSG00000002015
ENSG00000137414,ENSMUSG00000069237
ENSG00000071537,ENSMUSG00000020964
ENSG00000101251,ENSMUSG00000074764
ENSG00000198833,ENSMUSG00000028277
ENSG00000113194,ENSMUSG00000025873
ENSG00000115307,ENSMUSG00000068328
ENSG00000135506,ENSMUSG00000040462
ENSG00000068912,ENSMUSG00000020311
ENSG00000104691,ENSMUSG00000052906
ENSG00000144224,ENSMUSG00000026353
ENSG00000135018,ENSMUSG00000005312
ENSG00000188021,ENSMUSG00000050148
ENSG00000070010,ENSMUSG00000005262
ENSG00000182446,ENSMUSG00000039703
ENSG00000131871,ENSMUSG00000075701
ENSG00000159461,ENSMUSG00000031751
ENSG00000144468,ENSMUSG00000026142
ENSG00000005486,ENSMUSG00000039917
ENSG00000141314,ENSMUSG00000017692
ENSG00000107566,ENSMUSG00000025198
ENSG00000147475,ENSMUSG00000031483
ENSG00000164897,ENSMUSG00000028958
ENSG00000198168,ENSMUSG00000074093
ENSG00000078140,ENSMUSG00000029203
ENSG00000072401,ENSMUSG00000019927
ENSG00000160087,ENSMUSG00000023286
ENSG00000132388,ENSMUSG00000020794
ENSG00000184787,ENSMUSG00000009293
ENSG00000189050,ENSMUSG00000020521
ENSG00000239305,ENSMUSG00000052656
ENSG00000170881,ENSMUSG00000037075
ENSG00000145860,ENSMUSG00000019189
ENSG00000120925,ENSMUSG00000013878
ENSG00000204308,ENSMUSG00000015478
ENSG00000145495,ENSMUSG00000039100
ENSG00000130939,ENSMUSG00000028960
ENSG00000167770,ENSMUSG00000024767
ENSG00000180667,ENSMUSG00000046404
ENSG00000168936,ENSMUSG00000019295
ENSG00000121060,ENSMUSG00000000275
ENSG00000164953,ENSMUSG00000049488
ENSG00000101557,ENSMUSG00000047879
ENSG00000151092,ENSMUSG00000021785
ENSG00000167280,ENSMUSG00000033857
ENSG00000140400,ENSMUSG00000032295
