Hallmark,Subprocess,Gene Symbol,Spearman,p-value,Experiment,Species
Autophagy,Other,TP53INP2,-0.1953884843914335,0.0066089793931004,Reprogramming-2,Human
Autophagy,Other,TP73,0.1635660594868762,0.0233946896542816,Reprogramming-2,Human
Autophagy,Other,TUSC1,-0.0869015149199905,0.2307035690404879,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MTOR,0.1625138918741347,0.0243129921476011,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,NPRL3,-0.0559926388074375,0.440472341543398,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,AKT1,0.0430574259385356,0.5531809088750808,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,KRAS,0.2279883918773281,0.0014703992476508,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,STAT3,-0.2456844451002354,0.0005928321797325,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LAMTOR1,-0.1107743873618983,0.1261100121405095,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LAMTOR2,-0.2454389952397679,0.0006006246232719,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LAMTOR3,-0.3041711415469624,1.7926059814618225e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LAMTOR4,0.2473250436823132,0.0005430980685962,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LAMTOR5,-0.2977086031187061,2.744144487654815e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,FLCN,-0.1903417564946781,0.0081823553367133,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,FNIP1,-0.3473162716231173,7.988565628515906e-07,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,FNIP2,-0.1543155788977128,0.0325886727974809,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MIOS,0.240483137407383,0.0007796565623619,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SEH1L,0.1445893242453009,0.0453996479657629,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,WDR24,0.214681150642009,0.0027876925086159,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,WDR59,0.1268439536229187,0.0795654982472548,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SEC13,-0.0792563878477854,0.274500343326102,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RHEB,0.1602972890182653,0.0263494423113677,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,NPC1,0.0162731728609738,0.8227338836698711,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SLC38A9,0.2582272523872105,0.0002988852890315,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,NPC2,-0.0130624370139817,0.8572905940320243,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,BTRC,0.1292093890695345,0.0740698530071356,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SESN2,-0.0664862237792625,0.3595312713707971,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SESN1,-0.1300344403253125,0.0722269994606689,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SESN3,0.0120995184199593,0.8677106442273054,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PPP2CA,0.1739540771210251,0.0158189851487763,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RRAGA,-0.3211340018509083,5.583425530941448e-06,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RRAGC,-0.2379158370703039,0.0008906243122087,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RRAGD,0.2737804920852728,0.0001217779377591,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RRAGB,-0.2318549569754053,0.0012125679110444,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TSC2,0.043482835413848,0.5492630734587771,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TSC1,0.0131035549047603,0.8568461796829069,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,NPRL2,0.0697826895884455,0.3361519516952731,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,DEPDC5,0.2076403659237983,0.0038533279720763,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,KPTN,0.2060164006126204,0.0041461357954334,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ITFG2,0.1261449197743178,0.0812510859300948,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SZT2,-0.2189524319399549,0.0022793451365711,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,CASTOR1,0.2185925264151432,0.0023186778643611,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,CASTOR2,0.0831556063582711,0.2515052380780724,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LGALS8,-0.2553421709911492,0.0003509532264273,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0E1,-0.3100533185807161,1.2059410837636805e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1D,-0.324018158960636,4.5462630797188595e-06,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1C2,-0.016195328947566,0.8235679671692804,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1B2,0.047164475168156,0.5159349728542488,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0A1,-0.0932079483835124,0.1984798014263488,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1B1,-0.1070377823234314,0.1394820270411138,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1E2,-0.076781067777681,0.2898157943388241,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0A4,0.5158495460394905,1.9006387942612956e-14,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1E1,-0.2189649031616988,0.0022779931382571,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0B,-0.0194603570987499,0.7887646139730512,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TCIRG1,-0.3762833109856716,7.49449901901763e-08,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6AP2,-0.1697910310634786,0.0185500406644276,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1A,-0.0479229236457098,0.5092007429767595,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6AP1,-0.0839276921512058,0.24711492201402,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1G1,0.1259078418755747,0.0818292411571201,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0E2,-0.1349474825913042,0.0620102481303015,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0C,0.0223883762858575,0.7579032702720889,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1H,-0.1251906568072504,0.0835983998594132,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0A2,0.2924482703726166,3.8521665491803726e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1C1,-0.0145594067083362,0.8411409273615722,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V1F,-0.2685897252257782,0.0001653275944066,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATP6V0D1,-0.3291700936736418,3.1328672236252364e-06,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,DEPTOR,0.1377401153950166,0.0567526449535782,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RPTOR,0.0174946628661476,0.8096724333238863,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,AKT1S1,-0.20012256162347,0.0053845207884056,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MLST8,0.0398360953400367,0.5832810178831955,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RICTOR,-0.077206424300822,0.2871441776573341,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRR5,0.0560596381565995,0.4399247309248149,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MAPKAP1,0.0208754510779543,0.7738051432371365,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TELO2,0.235257243430374,0.0010206950434754,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TTI1,0.3021131018344336,2.0551883975554675e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TTI2,0.2156620572451351,0.0026626208940696,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRR5L,0.0137764716851598,0.8495795925637398,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKAA1,-0.2755966956438798,0.0001092646601953,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKAA2,0.2459443394959737,0.0005846829993317,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKAG1,-0.1479044898466965,0.0406270854949807,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKAG2,0.089001537450484,0.2195873255259601,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKAB1,0.1234237893063413,0.0880881929383896,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKAB2,0.0781519692469546,0.2812645563215841,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,STK11,0.1688604885032729,0.0192136671729965,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,STRADA,-0.0193646936307138,0.7897787690529108,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,STRADB,-0.0001641638799802,0.998196888157402,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,CAB39,-0.0895976554191887,0.2165025171850963,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,CAB39L,-0.0366102295124621,0.6141611034321182,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,CAMKK2,-0.1753472152360653,0.0149869394683247,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3CA,-0.1847434295295063,0.0103091376938393,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3CB,0.1341772299214248,0.0635287449525742,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3CD,0.4427636046622247,1.2713956716743395e-10,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3CG,-0.0473690771385759,0.5141138176220716,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3R1,-0.3906508034799837,2.1205411563139703e-08,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3R2,-0.0783270789593355,0.2801846436359853,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3R3,-0.0199059248134747,0.784045730091262,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3R4,0.1306754507050759,0.0708210832247858,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3R5,0.3781711980926284,6.37079254049165e-08,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3R6,-0.0157896923795253,0.8279174695658738,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3C2A,-0.0048394545085725,0.9468842612250156,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3C2B,0.2456742741255016,0.0005931532206816,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PIK3C2G,-0.0169088198537278,0.8159305558832673,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RPS6KB1,-0.1467923248905208,0.0421788256897237,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RPS6KA1,0.5821077598890892,8.340950972225173e-19,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,DAP,-0.2857329792041471,5.882936151233388e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,EIF4EBP1,0.2166497260257563,0.0025418489733581,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LARP1,0.1270561870132021,0.0790593560061082,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ESR1,0.1032365687006769,0.1541696281336876,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MAF1,0.1064859105526063,0.1415455085199787,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ULK1,0.1067452217124278,0.1405730489291557,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,ATG13,0.0961953492462681,0.1844100959949657,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,LPIN1,-0.2034171877581226,0.0046566353626228,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,AMBRA1,0.1709954573639878,0.01772070001796,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,GRB10,0.1375598728068072,0.0570804937938436,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RPS6KB2,0.0173937149281191,0.8107499359037847,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,HIF1A,-0.1353406769346569,0.0612466574667788,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TFEB,0.0123189685519466,0.8653338299349156,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,YY1,0.2265520907233469,0.0015783027615289,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,TFE3,0.017399960691139,0.8106832592539571,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MITF,-0.3250094694786846,4.23416448108673e-06,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,HDAC5,0.1734581364471369,0.0161247633833088,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,HDAC4,0.0540857704628132,0.4562196122648734,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,SGK1,-0.2932423594421933,3.6614509578433864e-05,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,PRKCA,-0.3188318803114255,6.568714242042404e-06,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,IGF2BP1,0.7575883156473315,4.793052848490907e-37,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,MRAS,-0.3227830134423264,4.965770859461394e-06,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,RRAS,-0.2018968814760409,0.0049807570904537,Reprogramming-2,Human
Autophagy,mTOR and upstream pathways,NRAS,0.1211306246640692,0.0942007167416088,Reprogramming-2,Human
Genomic instability,Auxiliary Processes,BAX,-0.2125932509126303,0.0030718052459725,Reprogramming-2,Human
Genomic instability,Auxiliary Processes,PSMD5,0.1061818580545368,0.1426922773348711,Reprogramming-2,Human
Genomic instability,Auxiliary Processes,PDK1,0.2635145202313446,0.0002216160565295,Reprogramming-2,Human
Genomic instability,Auxiliary Processes,CAD,0.3160716556193561,7.967851448004978e-06,Reprogramming-2,Human
Genomic instability,Auxiliary Processes,SMG1,0.0474102894447813,0.5137473900501508,Reprogramming-2,Human
Genomic instability,Base Excision Repair,LIG3,0.2876818840833712,5.2083734956848686e-05,Reprogramming-2,Human
Genomic instability,Base Excision Repair,MUTYH,0.48634894887155,8.569890335487864e-13,Reprogramming-2,Human
Genomic instability,Base Excision Repair,OGG1,0.2469895787135729,0.0005529425240056,Reprogramming-2,Human
Genomic instability,Base Excision Repair,XRCC1,0.3118783734112079,1.064531622649638e-05,Reprogramming-2,Human
Genomic instability,Base Excision Repair,PARG,0.1957248422667016,0.0065144170669818,Reprogramming-2,Human
Genomic instability,Base Excision Repair,POLB,0.3348464928319464,2.062183131551464e-06,Reprogramming-2,Human
Genomic instability,Base Excision Repair,APEX2,-0.0976283509316057,0.1779271341600979,Reprogramming-2,Human
Genomic instability,Base Excision Repair,APEX1,0.2785147082009863,9.165033829775944e-05,Reprogramming-2,Human
Genomic instability,Base Excision Repair,MPG,-0.2024411705936749,0.0048624620638504,Reprogramming-2,Human
Genomic instability,Base Excision Repair,NEIL1,0.089808612223591,0.2154182999583739,Reprogramming-2,Human
Genomic instability,Base Excision Repair,TDG,0.3865510066827914,3.059131632700472e-08,Reprogramming-2,Human
Genomic instability,Base Excision Repair,MBD4,0.2003617755795461,0.0053284279703975,Reprogramming-2,Human
Genomic instability,Base Excision Repair,UNG,0.4249619116667119,8.061315908265343e-10,Reprogramming-2,Human
Genomic instability,Base Excision Repair,NEIL3,0.2425743619934463,0.0006988349805443,Reprogramming-2,Human
Genomic instability,Base Excision Repair,FEN1,0.4493026241051001,6.277303437349575e-11,Reprogramming-2,Human
Genomic instability,Base Excision Repair,SMUG1,-0.0477266979523084,0.5109386312066224,Reprogramming-2,Human
Genomic instability,Cell Cycle Control,CDKN1A,-0.6883947385186605,2.655591723842305e-28,Reprogramming-2,Human
Genomic instability,Cell Cycle Control,CDC25A,0.4564219375103556,2.8614200227678374e-11,Reprogramming-2,Human
Genomic instability,Cell Cycle Control,BORA,0.3502684000421011,6.343482650188888e-07,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,CDKN2A,-0.3049007881210964,1.7073778809810036e-05,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,AURKB,0.5825408198282623,7.752042552487184e-19,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,CCNA2,0.4733522070312819,4.100590344057549e-12,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,TACC3,0.4702145578015957,5.92556959952747e-12,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,CCP110,0.0700592850673383,0.3342354187339605,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,CEP164,-0.2681960765017167,0.000169163279882,Reprogramming-2,Human
Genomic instability,Cell Cycle and Mitotic Regulation,TUBG2,-0.092070220209437,0.2040378944726995,Reprogramming-2,Human
Genomic instability,Chromatin Remodeling,RECQL5,0.0778623862255637,0.2830565755488156,Reprogramming-2,Human
Genomic instability,Chromatin Remodeling,CHD1L,0.1101596221837505,0.1282392399509318,Reprogramming-2,Human
Genomic instability,Chromatin and Nuclear Organization,SUV39H1,0.2001657351740378,0.0053743581554902,Reprogramming-2,Human
Genomic instability,Chromatin and Nuclear Organization,TNPO2,0.1441178034670258,0.0461150964034129,Reprogramming-2,Human
Genomic instability,Chromatin and Nuclear Organization,HJURP,0.3700145720674752,1.2758796654936278e-07,Reprogramming-2,Human
Genomic instability,Chromatin and Nuclear Organization,NPM1,0.3696440973369887,1.3161732635614826e-07,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,ATM,-0.2266755120235544,0.0015687542230133,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,ATR,-0.1931219346407771,0.0072787439247531,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,PIK3R5,0.3781711980926284,6.37079254049165e-08,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,PIK3C2A,-0.0048394545085725,0.9468842612250156,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,PIK3C2B,0.2456742741255016,0.0005931532206816,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,PIK3C2G,-0.0169088198537278,0.8159305558832673,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,ATF2,-0.0960311355209055,0.1851639427952138,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,MDM4,-0.0510398617690081,0.4820125716115422,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,MAPK10,0.1276392968351427,0.0776820985807855,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,APBB1,-0.0786640694565152,0.2781142751657102,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,ATRIP,0.0784105077530713,0.2796711172052643,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,TOPBP1,0.2086270739700527,0.0036846554885401,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,RAD9A,0.049947200535929,0.4914534409860219,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,RAD1,0.0072596771986247,0.9203939598436396,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,RAD17,0.164464159753726,0.0226346360277849,Reprogramming-2,Human
Genomic instability,DNA Damage Signaling,HUS1,0.0055368799753652,0.939243392984918,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,PCNA,0.2502580639601001,0.0004636741933766,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLE4,0.0310921804163953,0.6685665736088489,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RFC5,0.2209785873637801,0.0020690108812966,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLE,0.3083427287258234,1.3544780218472614e-05,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLD1,0.3769365872094868,7.0856668640296e-08,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLE2,0.4047135904117346,5.804678036615805e-09,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLE3,-0.0341224724694833,0.6384520178779489,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLDIP2,0.0003281098760082,0.9963961785802382,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,POLDIP3,0.0389430526538543,0.5917577216839466,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RFC1,0.140036825729044,0.052709523986638,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RFC2,0.3568648616965977,3.757104378758951e-07,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RFC3,0.3611617804071423,2.653919814390524e-07,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RFC4,0.3926833744606337,1.764958290529383e-08,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RPA3,0.3287765683548481,3.2240261597157997e-06,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RPA2,0.2919058513988267,3.987774220499718e-05,Reprogramming-2,Human
Genomic instability,DNA Replication/Repair,RPA1,0.172686645498281,0.0166106812797326,Reprogramming-2,Human
Genomic instability,Direct Reversal Repair,MGMT,-0.0534217234786571,0.4617762768297589,Reprogramming-2,Human
Genomic instability,Direct Reversal Repair,ALKBH2,0.0279641572145521,0.7002168325692225,Reprogramming-2,Human
Genomic instability,Direct Reversal Repair,ALKBH3,-0.0357568727643231,0.6224479782333158,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,PRKDC,0.2576601586823867,0.0003085154207335,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,EXO1,0.4437090015030843,1.1491275703746531e-10,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,RIF1,0.3807994501025118,5.072588371776648e-08,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,RAD54B,0.2745429132746927,0.0001163700625875,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,PALB2,0.329346912086799,3.0927112602775048e-06,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,EME1,0.3291312787504251,3.1417483704903942e-06,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,RBBP8,-0.0201168871497256,0.7818142201127473,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,NHEJ1,0.0179741475696558,0.804559407279855,Reprogramming-2,Human
Genomic instability,Double-Strand Break Repair,LIG4,0.1166952682084454,0.1069771110247735,Reprogramming-2,Human
Genomic instability,Exonuclease,TREX2,-0.0282555226174692,0.6972457614876766,Reprogramming-2,Human
Genomic instability,Genome Maintenance,RECQL5,0.0778623862255637,0.2830565755488156,Reprogramming-2,Human
Genomic instability,Genome Maintenance,RECQL,-0.1741198980068034,0.0157178810549757,Reprogramming-2,Human
Genomic instability,Genome Maintenance,BLM,0.4841563095030972,1.1212274015682874e-12,Reprogramming-2,Human
Genomic instability,Genome Maintenance,RECQL4,0.3544117008230045,4.571420825180813e-07,Reprogramming-2,Human
Genomic instability,Homologous Recombination,RAD54B,0.2745429132746927,0.0001163700625875,Reprogramming-2,Human
Genomic instability,Homologous Recombination,RAD50,-0.0256022713861042,0.7244657792215343,Reprogramming-2,Human
Genomic instability,Homologous Recombination,RAD51,0.4356461966498213,2.6951059938239213e-10,Reprogramming-2,Human
Genomic instability,Homologous Recombination,RAD51C,-0.3011130538386329,2.1955228664304098e-05,Reprogramming-2,Human
Genomic instability,Homologous Recombination,XRCC2,0.5423700103539678,4.458785480829593e-16,Reprogramming-2,Human
Genomic instability,Homologous Recombination,XRCC3,0.1463617339805942,0.0427928186223494,Reprogramming-2,Human
Genomic instability,Homologous Recombination,RAD52,-0.0008817769766636,0.990315134379344,Reprogramming-2,Human
Genomic instability,Homologous Recombination,RAD54L,0.3897553590865182,2.2982277703978525e-08,Reprogramming-2,Human
Genomic instability,Homologous Recombination,BRCA1,0.3102070490410648,1.1933756624063696e-05,Reprogramming-2,Human
Genomic instability,Homologous Recombination,BRCA2,0.3094608507310867,1.2555488971475476e-05,Reprogramming-2,Human
Genomic instability,Homologous Recombination,MSH4,-0.0142868139545323,0.8440769960620366,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCI,0.380915339432217,5.0216429203001794e-08,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCA,0.2945567298721818,3.3651911515402065e-05,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCM,0.2580488545320812,0.000301884226484,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,DCLRE1A,0.2579303368217062,0.0003038919849064,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCL,0.2738478171183398,0.0001212911001381,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCB,0.3067213941282699,1.5111133344721891e-05,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCC,0.0927922463749021,0.2004977373779358,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCD2,0.530963649333031,2.3314415319060232e-15,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCE,0.2596997890255367,0.0002751679296196,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCF,0.5005669674454852,1.430896059219672e-13,Reprogramming-2,Human
Genomic instability,Interstrand Crosslink Repair,FANCG,0.2274242093963873,0.001511953098466,Reprogramming-2,Human
Genomic instability,Mismatch Repair,EXO1,0.4437090015030843,1.1491275703746531e-10,Reprogramming-2,Human
Genomic instability,Mismatch Repair,MLH1,0.0002460809466328,0.9972971459864254,Reprogramming-2,Human
Genomic instability,Mismatch Repair,MLH3,0.1292390543229631,0.0740029374858246,Reprogramming-2,Human
Genomic instability,Mismatch Repair,MSH2,0.5621222649225357,2.1819411883134568e-17,Reprogramming-2,Human
Genomic instability,Mismatch Repair,MSH6,0.4302001732829222,4.733575624271849e-10,Reprogramming-2,Human
Genomic instability,Mismatch Repair,PMS1,0.311060291700055,1.1258575633596504e-05,Reprogramming-2,Human
Genomic instability,Mismatch Repair,PMS2,-0.0806799478191163,0.265945332487533,Reprogramming-2,Human
Genomic instability,Mismatch Repair,MSH3,0.0653189218012769,0.3680473230255361,Reprogramming-2,Human
Genomic instability,Mitochondrial DNA Repair,POLG,0.0956037409428659,0.1871365576474469,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,PRKDC,0.2576601586823867,0.0003085154207335,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,POLL,0.2544753146464174,0.0003681701968312,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,POLM,8.835739001903186e-05,0.999029516408216,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,XRCC4,0.1774366786322597,0.0138107334889693,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,DCLRE1C,0.3249100890410548,4.264509509363789e-06,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,XRCC5,0.3433551961505902,1.0845225330762237e-06,Reprogramming-2,Human
Genomic instability,Non-homologous End Joining,XRCC6,0.3044756398337614,1.7565606665344126e-05,Reprogramming-2,Human
Genomic instability,Nucleotide Excision Repair,ERCC1,-0.1137719464460264,0.1161171099800279,Reprogramming-2,Human
Genomic instability,Nucleotide Excision Repair,ERCC5,-0.1166128807416334,0.1072267177777231,Reprogramming-2,Human
