,Hallmark,Subprocess,Gene Symbol,Spearman,p-value,Experiment,Species
261,Autophagy,Other,ITGA6,0.20213437068296775,0.07993104143111296,Ageing-Skin,Mouse
262,Autophagy,Other,PEX14,0.3038887139340347,0.007613053422786567,Ageing-Skin,Mouse
263,Autophagy,Other,MTMR14,0.2022992885812677,0.07968008815298837,Ageing-Skin,Mouse
264,Autophagy,Other,CCL2,0.20147469908976792,0.08094115244108187,Ageing-Skin,Mouse
265,Autophagy,Other,TP53INP2,0.22508544486304358,0.05059569750101779,Ageing-Skin,Mouse
266,Autophagy,Other,TNFSF10,0.3057990129226757,0.007222846338955994,Ageing-Skin,Mouse
267,Autophagy,Other,NRG3,-0.30291294970242666,0.007819418408434321,Ageing-Skin,Mouse
268,Autophagy,Other,CXCR4,-0.24391357158562083,0.03372610158756234,Ageing-Skin,Mouse
269,Autophagy,Other,GRID2,-0.22783407650137605,0.04776992043790488,Ageing-Skin,Mouse
270,Proteostasis,Cytonuclear proteostasis,PIH1D2,-0.22016539423042855,0.055995793592584685,Ageing-Skin,Mouse
271,Proteostasis,Cytonuclear proteostasis,TXNRD3,0.27480819120047745,0.016284809990483488,Ageing-Skin,Mouse
272,Proteostasis,Cytonuclear proteostasis,PPP5C,0.20896472030422386,0.07005161110244829,Ageing-Skin,Mouse
273,Proteostasis,Cytonuclear proteostasis,KLC4,0.22880984073298408,0.04679856479244913,Ageing-Skin,Mouse
274,Proteostasis,Cytonuclear proteostasis,HSPB7,0.22607495225284327,0.04956301660307799,Ageing-Skin,Mouse
275,Proteostasis,Cytonuclear proteostasis,UNC45B,0.22589629119635168,0.049748180946473,Ageing-Skin,Mouse
276,Proteostasis,Cytonuclear proteostasis,DNAJC27,0.27935717656191766,0.014530043863406531,Ageing-Skin,Mouse
277,Proteostasis,Cytonuclear proteostasis,FKBP3,0.22460443432633545,0.05110403642839795,Ageing-Skin,Mouse
278,Proteostasis,Cytonuclear proteostasis,ZC3H7B,0.25254427492998466,0.02773948464161265,Ageing-Skin,Mouse
279,Proteostasis,Cytonuclear proteostasis,HSPA12A,0.3065274003068339,0.007078758367004728,Ageing-Skin,Mouse
280,Proteostasis,Cytonuclear proteostasis,ASPH,0.26513300783354726,0.02063155879639194,Ageing-Skin,Mouse
281,Proteostasis,Cytonuclear proteostasis,BAG3,0.268074043686563,0.019216076987772782,Ageing-Skin,Mouse
282,Proteostasis,Cytonuclear proteostasis,BAG3,0.268074043686563,0.019216076987772782,Ageing-Skin,Mouse
283,Proteostasis,Cytonuclear proteostasis,VBP1,-0.28034668395171736,0.014170750099111376,Ageing-Skin,Mouse
284,Proteostasis,Cytonuclear proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
285,Proteostasis,Cytonuclear proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
286,Proteostasis,Cytonuclear proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
287,Proteostasis,Cytonuclear proteostasis,TTC21A,-0.20609240024216643,0.07407936429671869,Ageing-Skin,Mouse
288,Proteostasis,Cytonuclear proteostasis,DNAJC13,0.2287548681002174,0.046852852882689124,Ageing-Skin,Mouse
289,Proteostasis,Cytonuclear proteostasis,TTC28,0.310141850911241,0.0064005144932154905,Ageing-Skin,Mouse
290,Proteostasis,Cytonuclear proteostasis,TANC1,0.2445457568624373,0.033253615323867336,Ageing-Skin,Mouse
291,Proteostasis,Cytonuclear proteostasis,FNIP1,0.3383840409951068,0.0027915433112380055,Ageing-Skin,Mouse
292,Proteostasis,Cytonuclear proteostasis,FNIP1,0.3383840409951068,0.0027915433112380055,Ageing-Skin,Mouse
293,Proteostasis,Cytonuclear proteostasis,DNAJB5,0.2064497223551497,0.07356842951302887,Ageing-Skin,Mouse
294,Proteostasis,Cytonuclear proteostasis,QSOX2,0.21814514997625417,0.05834521055507351,Ageing-Skin,Mouse
295,Proteostasis,Cytonuclear proteostasis,SH3TC1,0.24539783267032036,0.03262557539824263,Ageing-Skin,Mouse
296,Proteostasis,Cytonuclear proteostasis,NOXA1,-0.22299648481791096,0.05283383072362229,Ageing-Skin,Mouse
297,Proteostasis,Cytonuclear proteostasis,HSPB6,0.2173755331175211,0.05926106188720606,Ageing-Skin,Mouse
298,Proteostasis,Cytonuclear proteostasis,TTC7A,0.22643227436582647,0.04919438653209046,Ageing-Skin,Mouse
299,Proteostasis,Cytonuclear proteostasis,BAG4,0.2798794165732008,0.014339448231453205,Ageing-Skin,Mouse
300,Proteostasis,Cytonuclear proteostasis,CCT8L2,-0.2263773017330599,0.04925095172602922,Ageing-Skin,Mouse
301,Proteostasis,Cytonuclear proteostasis,TTC39B,0.23159970184589151,0.044110764678968066,Ageing-Skin,Mouse
302,Proteostasis,Cytonuclear proteostasis,STUB1,0.21560266571079667,0.06141529665379519,Ageing-Skin,Mouse
303,Proteostasis,Cytonuclear proteostasis,STUB1,0.21560266571079667,0.06141529665379519,Ageing-Skin,Mouse
304,Proteostasis,Cytonuclear proteostasis,STUB1,0.21560266571079667,0.06141529665379519,Ageing-Skin,Mouse
305,Proteostasis,Cytonuclear proteostasis,STUB1,0.21560266571079667,0.06141529665379519,Ageing-Skin,Mouse
306,Proteostasis,Cytonuclear proteostasis,TTC12,0.22305145745067761,0.05277391117630006,Ageing-Skin,Mouse
307,Proteostasis,Cytonuclear proteostasis,DNAJC16,0.22757295649573447,0.0480326574302384,Ageing-Skin,Mouse
308,Proteostasis,Cytonuclear proteostasis,TTC19,0.24208573154612972,0.035123942486787164,Ageing-Skin,Mouse
309,Proteostasis,Cytonuclear proteostasis,DNAJC21,0.2780103470591348,0.015031707758327803,Ageing-Skin,Mouse
310,Proteostasis,Cytonuclear proteostasis,DNAJC21,0.2780103470591348,0.015031707758327803,Ageing-Skin,Mouse
311,Proteostasis,Cytonuclear proteostasis,SH3TC2,0.2478441148284362,0.030877536837386765,Ageing-Skin,Mouse
312,Proteostasis,Cytonuclear proteostasis,ODF1,-0.2521319801842348,0.0280035209034941,Ageing-Skin,Mouse
313,Proteostasis,Cytonuclear proteostasis,HSPA12B,0.24263545787379623,0.0346985354110615,Ageing-Skin,Mouse
314,Proteostasis,ER proteostasis,LMAN2L,0.2416734368003799,0.03544585200127181,Ageing-Skin,Mouse
315,Proteostasis,ER proteostasis,KDELR1,0.25365747074350936,0.027037068799961927,Ageing-Skin,Mouse
316,Proteostasis,ER proteostasis,PLOD3,0.23091254393630836,0.044760639709855034,Ageing-Skin,Mouse
317,Proteostasis,ER proteostasis,RNF170,0.2593333950766658,0.023685054626661022,Ageing-Skin,Mouse
318,Proteostasis,ER proteostasis,RNF170,0.2593333950766658,0.023685054626661022,Ageing-Skin,Mouse
319,Proteostasis,ER proteostasis,PLOD1,0.2472943885007697,0.03126333476227111,Ageing-Skin,Mouse
320,Proteostasis,ER proteostasis,CALR3,0.301071366504744,0.0082223038000541,Ageing-Skin,Mouse
321,Proteostasis,ER proteostasis,DNAJB12,0.2658201657431304,0.02029310495477567,Ageing-Skin,Mouse
322,Proteostasis,ER proteostasis,SAR1B,0.2992435264652529,0.00864005902096954,Ageing-Skin,Mouse
323,Proteostasis,ER proteostasis,SAR1B,0.2992435264652529,0.00864005902096954,Ageing-Skin,Mouse
324,Proteostasis,ER proteostasis,SAR1B,0.2992435264652529,0.00864005902096954,Ageing-Skin,Mouse
325,Proteostasis,ER proteostasis,TMX1,-0.21475058990291362,0.062473033075513884,Ageing-Skin,Mouse
326,Proteostasis,ER proteostasis,EMC9,0.2981303306517282,0.008903486579038654,Ageing-Skin,Mouse
327,Proteostasis,ER proteostasis,SIL1,0.23106371867641667,0.044616992638446616,Ageing-Skin,Mouse
328,Proteostasis,ER proteostasis,BAG6,0.2798656734150092,0.01434443609547294,Ageing-Skin,Mouse
329,Proteostasis,ER proteostasis,BAG6,0.2798656734150092,0.01434443609547294,Ageing-Skin,Mouse
330,Proteostasis,ER proteostasis,BAG6,0.2798656734150092,0.01434443609547294,Ageing-Skin,Mouse
331,Proteostasis,ER proteostasis,SCYL1,0.20403092651341714,0.07708278505681332,Ageing-Skin,Mouse
332,Proteostasis,ER proteostasis,UBE4B,0.2040034401970338,0.07712347760531733,Ageing-Skin,Mouse
333,Proteostasis,ER proteostasis,UBE4B,0.2040034401970338,0.07712347760531733,Ageing-Skin,Mouse
334,Proteostasis,ER proteostasis,UBE4B,0.2040034401970338,0.07712347760531733,Ageing-Skin,Mouse
335,Proteostasis,ER proteostasis,UBE4B,0.2040034401970338,0.07712347760531733,Ageing-Skin,Mouse
336,Proteostasis,ER proteostasis,DNAJB13,-0.24766545377194465,0.03100247963370387,Ageing-Skin,Mouse
337,Proteostasis,ER proteostasis,ERLIN2,0.26825270474305457,0.019132836362437556,Ageing-Skin,Mouse
338,Proteostasis,ER proteostasis,MAN2C1,0.35160495917548584,0.001842494016694949,Ageing-Skin,Mouse
339,Proteostasis,ER proteostasis,CRTAP,0.2079202402816575,0.07149537701763489,Ageing-Skin,Mouse
340,Proteostasis,ER proteostasis,COLGALT1,0.20693073289185784,0.07288509460701985,Ageing-Skin,Mouse
341,Proteostasis,ER proteostasis,SPCS2,-0.2093357855753987,0.06954437224241279,Ageing-Skin,Mouse
342,Proteostasis,ER proteostasis,UGGT1,0.2469920390205532,0.031477244983485496,Ageing-Skin,Mouse
343,Proteostasis,ER proteostasis,P3H2,0.20807141502176582,0.07128494462740918,Ageing-Skin,Mouse
344,Proteostasis,ER proteostasis,POMT1,0.3106091182897575,0.006317153957886512,Ageing-Skin,Mouse
345,Proteostasis,ER proteostasis,DNAJC28,0.24416094843307076,0.03354055023572819,Ageing-Skin,Mouse
346,Proteostasis,ER proteostasis,OSTC,-0.3417786010684474,0.002513323934241369,Ageing-Skin,Mouse
347,Proteostasis,ER proteostasis,TRAM1L1,-0.21253794143405602,0.06528878025744689,Ageing-Skin,Mouse
348,Proteostasis,ER proteostasis,RIC3,0.22118238793661155,0.05484263132743533,Ageing-Skin,Mouse
349,Proteostasis,ER proteostasis,SEC31B,0.29797915591161994,0.008939797164809957,Ageing-Skin,Mouse
350,Proteostasis,ER proteostasis,SEC31B,0.29797915591161994,0.008939797164809957,Ageing-Skin,Mouse
351,Proteostasis,ER proteostasis,SPCS3,-0.25294282651754285,0.027486251439975674,Ageing-Skin,Mouse
352,Proteostasis,ER proteostasis,LMAN1L,-0.2007600548638015,0.08204686766268715,Ageing-Skin,Mouse
353,Proteostasis,ER proteostasis,PGGHG,0.20507540653598344,0.075549126582797,Ageing-Skin,Mouse
354,Proteostasis,ER proteostasis,SEL1L2,0.2182825815581708,0.0581828840522764,Ageing-Skin,Mouse
355,Proteostasis,ER proteostasis,EMC1,0.33290052087663363,0.003299484563415585,Ageing-Skin,Mouse
356,Proteostasis,Mitochondrial proteostasis,SPG7,0.28189966082737516,0.01362234157914498,Ageing-Skin,Mouse
357,Proteostasis,Mitochondrial proteostasis,OXA1L,0.25442708760224236,0.026560290369421962,Ageing-Skin,Mouse
358,Proteostasis,Mitochondrial proteostasis,CLPB,0.26852756790688787,0.019005376789469352,Ageing-Skin,Mouse
359,Proteostasis,Mitochondrial proteostasis,TIMM44,0.26437713413300584,0.02100941471878289,Ageing-Skin,Mouse
360,Proteostasis,Mitochondrial proteostasis,DNAJA3,0.24436709580594565,0.03338657819721063,Ageing-Skin,Mouse
361,Proteostasis,Mitochondrial proteostasis,TRAP1,0.2780378333755181,0.015021322239730423,Ageing-Skin,Mouse
362,Proteostasis,Mitochondrial proteostasis,MIPEP,0.23377112084017412,0.04210824159069925,Ageing-Skin,Mouse
363,Proteostasis,Mitochondrial proteostasis,XPNPEP3,0.22280408060322768,0.053043987859023874,Ageing-Skin,Mouse
364,Proteostasis,Mitochondrial proteostasis,SAMM50,0.27111128164692033,0.017842386669898975,Ageing-Skin,Mouse
365,Proteostasis,Mitochondrial proteostasis,SAMM50,0.27111128164692033,0.017842386669898975,Ageing-Skin,Mouse
366,Proteostasis,Mitochondrial proteostasis,HSPA9,0.2817484860872669,0.013674907195475521,Ageing-Skin,Mouse
367,Proteostasis,Mitochondrial proteostasis,TIMM21,0.21407717515152222,0.06331938637614834,Ageing-Skin,Mouse
368,Proteostasis,Mitochondrial proteostasis,DNAJC4,0.33012440292191786,0.003586827627632554,Ageing-Skin,Mouse
369,Proteostasis,Mitochondrial proteostasis,BCS1L,0.24378988316189587,0.033819199231495664,Ageing-Skin,Mouse
370,Proteostasis,Mitochondrial proteostasis,ANKZF1,0.2179252594451876,0.05860569929876213,Ageing-Skin,Mouse
371,Proteostasis,Mitochondrial proteostasis,ANKZF1,0.2179252594451876,0.05860569929876213,Ageing-Skin,Mouse
372,Proteostasis,Mitochondrial proteostasis,ANKZF1,0.2179252594451876,0.05860569929876213,Ageing-Skin,Mouse
373,Proteostasis,Mitochondrial proteostasis,PMPCA,0.2655453025792971,0.020427912807548215,Ageing-Skin,Mouse
374,Proteostasis,Mitochondrial proteostasis,MTCH2,0.26322270884490623,0.02159789660038507,Ageing-Skin,Mouse
375,Proteostasis,Mitochondrial proteostasis,PARK7,0.2979654127534283,0.008943104541659308,Ageing-Skin,Mouse
376,Proteostasis,Mitochondrial proteostasis,PARK7,0.2979654127534283,0.008943104541659308,Ageing-Skin,Mouse
377,Proteostasis,Mitochondrial proteostasis,PMPCB,0.25995183719529064,0.023342140601131343,Ageing-Skin,Mouse
378,Proteostasis,Mitochondrial proteostasis,USP30,0.2634151130595895,0.021498851219122393,Ageing-Skin,Mouse
379,Proteostasis,Mitochondrial proteostasis,USP30,0.2634151130595895,0.021498851219122393,Ageing-Skin,Mouse
380,Proteostasis,Mitochondrial proteostasis,USP30,0.2634151130595895,0.021498851219122393,Ageing-Skin,Mouse
381,Proteostasis,Mitochondrial proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
382,Proteostasis,Mitochondrial proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
383,Proteostasis,Mitochondrial proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
384,Proteostasis,Mitochondrial proteostasis,OMA1,0.21726558785198782,0.059392846620724894,Ageing-Skin,Mouse
385,Proteostasis,Mitochondrial proteostasis,DNAJC11,0.3103205119677326,0.0063685275645739975,Ageing-Skin,Mouse
386,Proteostasis,Mitochondrial proteostasis,GFER,0.2753716606863356,0.01605800141849868,Ageing-Skin,Mouse
387,Proteostasis,Mitochondrial proteostasis,LONP1,0.3115848825213655,0.006146157560613672,Ageing-Skin,Mouse
388,Proteostasis,Mitochondrial proteostasis,IMMP1L,0.2573131508224915,0.0248352275970416,Ageing-Skin,Mouse
389,Proteostasis,Mitochondrial proteostasis,IMMT,0.2684451089577379,0.019043538081755386,Ageing-Skin,Mouse
390,Proteostasis,Mitochondrial proteostasis,IMMT,0.2684451089577379,0.019043538081755386,Ageing-Skin,Mouse
391,Proteostasis,Mitochondrial proteostasis,CHCHD3,0.3047545329001094,0.007433960831298462,Ageing-Skin,Mouse
392,Proteostasis,Mitochondrial proteostasis,IMMP2L,0.26373120569799774,0.021336974734685234,Ageing-Skin,Mouse
393,Proteostasis,Mitochondrial proteostasis,DNAJC30,0.20375606334958388,0.07749048266156848,Ageing-Skin,Mouse
394,Proteostasis,Mitochondrial proteostasis,TIMM17A,0.21407717515152222,0.06331938637614834,Ageing-Skin,Mouse
395,Proteostasis,Mitochondrial proteostasis,HTRA2,0.20954193294827364,0.06926385185855938,Ageing-Skin,Mouse
396,Proteostasis,Mitochondrial proteostasis,HTRA2,0.20954193294827364,0.06926385185855938,Ageing-Skin,Mouse
397,Proteostasis,Mitochondrial proteostasis,APOO,0.3113100193575323,0.006193907565524138,Ageing-Skin,Mouse
398,Proteostasis,Nuclear proteostasis,XPO6,0.24601627478894514,0.032175997873763115,Ageing-Skin,Mouse
399,Proteostasis,Nuclear proteostasis,SUPT6H,0.211520947727873,0.06661692072860596,Ageing-Skin,Mouse
400,Proteostasis,Nuclear proteostasis,KPNA6,0.2854179093244407,0.012447421139124368,Ageing-Skin,Mouse
401,Proteostasis,Nuclear proteostasis,ANP32E,-0.20739800027037436,0.07222616455989185,Ageing-Skin,Mouse
402,Proteostasis,Nuclear proteostasis,KPNA3,0.22695451437710967,0.048659675898534795,Ageing-Skin,Mouse
403,Proteostasis,Nuclear proteostasis,NUP210,-0.25463323497511736,0.026433796520645588,Ageing-Skin,Mouse
404,Proteostasis,Nuclear proteostasis,TNPO2,0.22430208484611885,0.05142570239190289,Ageing-Skin,Mouse
405,Proteostasis,Nuclear proteostasis,IPO13,0.30299540865157665,0.007801791199072593,Ageing-Skin,Mouse
406,Proteostasis,Nuclear proteostasis,RCC1L,0.21550646360345505,0.06153398621531021,Ageing-Skin,Mouse
407,Proteostasis,Nuclear proteostasis,RCC1L,0.21550646360345505,0.06153398621531021,Ageing-Skin,Mouse
408,Proteostasis,Nuclear proteostasis,NUP62CL,-0.23744054407734794,0.03889570774312115,Ageing-Skin,Mouse
409,Proteostasis,Nuclear proteostasis,RANBP6,0.2528741107265846,0.027529772456020025,Ageing-Skin,Mouse
410,Proteostasis,Nuclear proteostasis,NAP1L2,-0.2601030119353989,0.023258962211231554,Ageing-Skin,Mouse
411,Proteostasis,PN regulation,RELB,0.25460574865873403,0.02645063285485634,Ageing-Skin,Mouse
412,Proteostasis,PN regulation,RELB,0.25460574865873403,0.02645063285485634,Ageing-Skin,Mouse
413,Proteostasis,PN regulation,KEAP1,0.2604191045738071,0.02308585799148377,Ageing-Skin,Mouse
414,Proteostasis,PN regulation,KEAP1,0.2604191045738071,0.02308585799148377,Ageing-Skin,Mouse
415,Proteostasis,PN regulation,KEAP1,0.2604191045738071,0.02308585799148377,Ageing-Skin,Mouse
416,Proteostasis,PN regulation,NFE2L2,0.22008293528127856,0.056090153671539585,Ageing-Skin,Mouse
417,Proteostasis,PN regulation,NFE2L2,0.22008293528127856,0.056090153671539585,Ageing-Skin,Mouse
418,Proteostasis,PN regulation,NFE2L2,0.22008293528127856,0.056090153671539585,Ageing-Skin,Mouse
419,Proteostasis,PN regulation,DELE1,0.35064293810206953,0.0019001886281380974,Ageing-Skin,Mouse
420,Proteostasis,PN regulation,DELE1,0.35064293810206953,0.0019001886281380974,Ageing-Skin,Mouse
421,Proteostasis,PN regulation,ATF3,0.3057577834481008,0.0072310788112598945,Ageing-Skin,Mouse
422,Proteostasis,PN regulation,TRIB3,0.36691483740099756,0.0011134108960328393,Ageing-Skin,Mouse
423,Proteostasis,PN regulation,TRIB3,0.36691483740099756,0.0011134108960328393,Ageing-Skin,Mouse
424,Proteostasis,Translation,MKRN2,0.2759901028049604,0.01581220122849344,Ageing-Skin,Mouse
425,Proteostasis,Translation,MKRN2,0.2759901028049604,0.01581220122849344,Ageing-Skin,Mouse
426,Proteostasis,Translation,MRPL2,0.2775568228388099,0.015203965362777893,Ageing-Skin,Mouse
427,Proteostasis,Translation,MRPL4,0.234059727162199,0.04184784759872239,Ageing-Skin,Mouse
428,Proteostasis,Translation,MAP3K20,0.20661464025344958,0.07333356747924465,Ageing-Skin,Mouse
429,Proteostasis,Translation,MTIF3,0.22387604694217733,0.05188177472667259,Ageing-Skin,Mouse
430,Proteostasis,Translation,MRM1,0.22082506582362832,0.05524556578011519,Ageing-Skin,Mouse
431,Proteostasis,Translation,CDK5RAP3,0.20574882128737487,0.07457332312025436,Ageing-Skin,Mouse
432,Proteostasis,Translation,CDK5RAP3,0.20574882128737487,0.07457332312025436,Ageing-Skin,Mouse
433,Proteostasis,Translation,CDK5RAP3,0.20574882128737487,0.07457332312025436,Ageing-Skin,Mouse
434,Proteostasis,Translation,MRPL45,0.20286275806712584,0.07882739478047672,Ageing-Skin,Mouse
435,Proteostasis,Translation,EIF4EBP2,0.2183925268237041,0.05805328764845791,Ageing-Skin,Mouse
436,Proteostasis,Translation,MRPS24,0.2645008225567308,0.020947182559161625,Ageing-Skin,Mouse
437,Proteostasis,Translation,ERAL1,0.24673091901491156,0.031662973984225205,Ageing-Skin,Mouse
438,Proteostasis,Translation,GFM2,0.2513348770091184,0.028520010513358812,Ageing-Skin,Mouse
439,Proteostasis,Translation,MRPS30,0.21146597509510637,0.06668932842798617,Ageing-Skin,Mouse
440,Proteostasis,Translation,MTRF1,0.30619756451023394,0.007143689563731814,Ageing-Skin,Mouse
441,Proteostasis,Translation,NAA50,0.24994681803176053,0.029438599156850147,Ageing-Skin,Mouse
442,Proteostasis,Translation,AARS2,0.26741437209336316,0.01952611821761689,Ageing-Skin,Mouse
443,Proteostasis,Translation,MRPL14,0.2225841900721611,0.053285004653314906,Ageing-Skin,Mouse
444,Proteostasis,Translation,MRPS18A,0.2329740176650577,0.04283440939339893,Ageing-Skin,Mouse
445,Proteostasis,Translation,LRPPRC,0.2649268604606724,0.020734030308275815,Ageing-Skin,Mouse
446,Proteostasis,Translation,LRPPRC,0.2649268604606724,0.020734030308275815,Ageing-Skin,Mouse
447,Proteostasis,Translation,CSNK2B,0.2070956507901578,0.07265198301004097,Ageing-Skin,Mouse
448,Proteostasis,Translation,CSNK2B,0.2070956507901578,0.07265198301004097,Ageing-Skin,Mouse
449,Proteostasis,Translation,RBFA,0.21608367624750488,0.06082463101535563,Ageing-Skin,Mouse
450,Proteostasis,Translation,HSD17B10,0.26991562688424575,0.018372757492761762,Ageing-Skin,Mouse
451,Proteostasis,Translation,SBDS,0.2339222955802824,0.04197167775298713,Ageing-Skin,Mouse
452,Proteostasis,Translation,WDR12,-0.20371483387500888,0.07755178543413045,Ageing-Skin,Mouse
453,Proteostasis,Translation,WDR12,-0.20371483387500888,0.07755178543413045,Ageing-Skin,Mouse
454,Proteostasis,Translation,MRPL30,0.2420032725969798,0.035188128100225056,Ageing-Skin,Mouse
455,Proteostasis,Translation,ANKZF1,0.2179252594451876,0.05860569929876213,Ageing-Skin,Mouse
456,Proteostasis,Translation,ANKZF1,0.2179252594451876,0.05860569929876213,Ageing-Skin,Mouse
457,Proteostasis,Translation,ANKZF1,0.2179252594451876,0.05860569929876213,Ageing-Skin,Mouse
458,Proteostasis,Translation,IARS2,0.34146250843003917,0.002538139213446193,Ageing-Skin,Mouse
459,Proteostasis,Translation,HYPK,0.27702083966933505,0.015409735137704536,Ageing-Skin,Mouse
460,Proteostasis,Translation,HYPK,0.27702083966933505,0.015409735137704536,Ageing-Skin,Mouse
461,Proteostasis,Translation,MRPS5,0.21712815627007118,0.05955791239898451,Ageing-Skin,Mouse
462,Proteostasis,Translation,GFM1,0.3047270465837261,0.007439588920397664,Ageing-Skin,Mouse
463,Proteostasis,Translation,GATB,0.24963072539335232,0.029651231864209333,Ageing-Skin,Mouse
464,Proteostasis,Translation,MRPS15,0.20405841282980042,0.07704210964924822,Ageing-Skin,Mouse
465,Proteostasis,Translation,SEPSECS,0.20618860234950806,0.07394152627115898,Ageing-Skin,Mouse
466,Proteostasis,Translation,GATC,0.2281089396652093,0.047494634605452134,Ageing-Skin,Mouse
467,Proteostasis,Translation,PTCD1,0.2322868597554746,0.04346871082157157,Ageing-Skin,Mouse
468,Proteostasis,Translation,MALSU1,0.26899483528540435,0.018790364267126568,Ageing-Skin,Mouse
469,Proteostasis,Translation,NDUFAB1,0.24493056529180385,0.032968740744117014,Ageing-Skin,Mouse
470,Proteostasis,Translation,MRPL17,0.25346506652882606,0.027157387702018372,Ageing-Skin,Mouse
471,Proteostasis,Translation,MPV17L2,0.31271182149308185,0.005953760184370165,Ageing-Skin,Mouse
472,Proteostasis,Translation,MRPL55,0.22129233320214486,0.054719135529054,Ageing-Skin,Mouse
473,Proteostasis,Translation,RPF2,-0.2036323749258589,0.07767450706224358,Ageing-Skin,Mouse
474,Proteostasis,Translation,CNOT4,-0.23598376930903175,0.04014579843490296,Ageing-Skin,Mouse
475,Proteostasis,Translation,CNOT4,-0.23598376930903175,0.04014579843490296,Ageing-Skin,Mouse
476,Proteostasis,Translation,MRPS34,0.2643084183420475,0.02104405627621698,Ageing-Skin,Mouse
477,Proteostasis,Translation,MTG1,0.27458830066941087,0.016374065653100903,Ageing-Skin,Mouse
478,Proteostasis,Translation,MRPS6,0.2652979257318472,0.020549893290940546,Ageing-Skin,Mouse
479,Proteostasis,Translation,MRPS35,0.3015661201996438,0.008112317167867101,Ageing-Skin,Mouse
480,Proteostasis,Translation,MRPS28,0.2177328552305043,0.05883440228054323,Ageing-Skin,Mouse
481,Proteostasis,Translation,NKRF,-0.3016485791487938,0.00809411202457108,Ageing-Skin,Mouse
482,Proteostasis,Translation,DNAJC21,0.2780103470591348,0.015031707758327803,Ageing-Skin,Mouse
483,Proteostasis,Translation,DNAJC21,0.2780103470591348,0.015031707758327803,Ageing-Skin,Mouse
484,Proteostasis,Translation,MRPS16,0.2145032130554637,0.06278286703116467,Ageing-Skin,Mouse
485,Proteostasis,Translation,ZFP42,-0.24410597580030408,0.033581709780955864,Ageing-Skin,Mouse
486,Proteostasis,Translation,MRPS21,0.22918090600415897,0.04643347476922826,Ageing-Skin,Mouse
487,Proteostasis,Translation,CARS2,0.21531405938877177,0.06177192337168751,Ageing-Skin,Mouse
488,Proteostasis,Translation,METTL15,0.31070532039709914,0.006300110793539609,Ageing-Skin,Mouse
489,Proteostasis,Translation,RPL36,0.23371614820740746,0.042157992386786754,Ageing-Skin,Mouse
490,Proteostasis,Translation,UPF1,0.20172207593721786,0.08056117773286953,Ageing-Skin,Mouse
491,Proteostasis,Translation,MRPS9,0.21809017734348754,0.05841024425232723,Ageing-Skin,Mouse
492,Proteostasis,Translation,NACA,0.214654387795572,0.0625933765361283,Ageing-Skin,Mouse
493,Proteostasis,Translation,NACA,0.214654387795572,0.0625933765361283,Ageing-Skin,Mouse
494,Proteostasis,Translation,MRPS36,0.2509638117379435,0.028763173230947642,Ageing-Skin,Mouse
495,Proteostasis,Translation,RCC1L,0.21550646360345505,0.06153398621531021,Ageing-Skin,Mouse
496,Proteostasis,Translation,RCC1L,0.21550646360345505,0.06153398621531021,Ageing-Skin,Mouse
497,Proteostasis,Translation,MRPL42,0.31357764045915654,0.005809573593843554,Ageing-Skin,Mouse
498,Proteostasis,Translation,PSTK,0.30241819600752684,0.007925917389641747,Ageing-Skin,Mouse
499,Proteostasis,Translation,DDRGK1,0.2523518707153014,0.02786243871558367,Ageing-Skin,Mouse
500,Proteostasis,Translation,DDRGK1,0.2523518707153014,0.02786243871558367,Ageing-Skin,Mouse
501,Proteostasis,Translation,DDRGK1,0.2523518707153014,0.02786243871558367,Ageing-Skin,Mouse
502,Proteostasis,Translation,PABPC4L,-0.37959977241190174,0.000719705373638444,Ageing-Skin,Mouse
503,Proteostasis,Translation,EIF4E3,0.2584263466360161,0.02419573387056272,Ageing-Skin,Mouse
504,Proteostasis,Extracellular proteostasis,CLU,-0.23242429133739123,0.043341232537257524,Ageing-Skin,Mouse
505,Proteostasis,Extracellular proteostasis,CLU,-0.23242429133739123,0.043341232537257524,Ageing-Skin,Mouse
506,Proteostasis,Extracellular proteostasis,SFTPC,-0.22838380282904255,0.047220656594349146,Ageing-Skin,Mouse
507,Proteostasis,Extracellular proteostasis,ITM2B,0.2666722415510135,0.019880021271198776,Ageing-Skin,Mouse
508,Proteostasis,Extracellular proteostasis,SERPINI1,-0.255663971839492,0.025808948340350937,Ageing-Skin,Mouse
509,Proteostasis,Extracellular proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
510,Proteostasis,Extracellular proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
511,Proteostasis,Extracellular proteostasis,CRYAB,0.24678589164767822,0.03162379683161662,Ageing-Skin,Mouse
